%% system starts processing frames at time: 0.922104 sec.
%%frame id(0 based), finish frame proc time in secs, R,P,Y of Rc2w in radians,X,Y,Z of T c in w in meters.
3828, 254.595, 2.64832, -1.53388, -2.69422, -95.5362, 0.757363, 43.3644
3829, 254.642, 2.63985, -1.5344, -2.68359, -95.9754, 0.770618, 43.3419
3830, 254.689, 2.60057, -1.53391, -2.64072, -96.4167, 0.781837, 43.3155
3831, 254.736, 2.53593, -1.53319, -2.57634, -96.8577, 0.792351, 43.2855
3832, 254.782, 2.56139, -1.53313, -2.60393, -97.2736, 0.809531, 43.2733
3833, 254.954, 2.65625, -1.53581, -2.69637, -97.7066, 0.820321, 43.2468
3834, 255.017, 2.63638, -1.53423, -2.66828, -98.0986, 0.83037, 43.2583
3835, 255.064, 2.73557, -1.53616, -2.76394, -98.5214, 0.839874, 43.2412
3836, 255.111, 2.79301, -1.53585, -2.82636, -98.9496, 0.848776, 43.2251
3837, 255.157, 2.75156, -1.53597, -2.78771, -99.3728, 0.862627, 43.2044
3838, 255.189, 2.67062, -1.53625, -2.7027, -99.7908, 0.872084, 43.1864
3839, 255.579, 2.46355, -1.5342, -2.48897, -100.204, 0.88233, 43.1656
3840, 255.642, 2.26084, -1.53123, -2.28583, -100.61, 0.886808, 43.1577
3841, 255.689, 2.13333, -1.53061, -2.16192, -101.036, 0.89256, 43.1399
3842, 255.736, 2.03546, -1.53298, -2.0663, -101.461, 0.899913, 43.1274
3843, 255.783, 1.94879, -1.53716, -1.97891, -101.883, 0.908114, 43.1211
3844, 255.829, 1.84851, -1.54142, -1.87719, -102.304, 0.918029, 43.1206
3845, 255.876, 1.72569, -1.54729, -1.75177, -102.728, 0.925289, 43.1181
3846, 255.923, 1.56017, -1.55253, -1.58396, -103.149, 0.931532, 43.1216
3847, 256.064, 1.27413, -1.5573, -1.29602, -103.576, 0.94088, 43.1242
3848, 256.111, 0.835549, -1.56028, -0.863299, -104.001, 0.944758, 43.1314
3849, 256.157, 0.216716, -1.56116, -0.250346, -104.434, 0.952803, 43.1359
3850, 256.517, 0.101427, -1.56026, -0.136569, -104.862, 0.965031, 43.147
3851, 256.564, -0.178506, -1.55839, 0.145173, -105.29, 0.977715, 43.1517
3852, 256.611, 0.0464099, -1.55712, -0.0797288, -105.718, 0.989595, 43.1519
3853, 256.658, 0.324404, -1.55382, -0.360278, -106.156, 1.00113, 43.1587
3854, 256.892, 0.572094, -1.54743, -0.607917, -106.59, 1.01214, 43.1627
3855, 256.954, 0.662081, -1.53994, -0.695503, -107.03, 1.02383, 43.167
3856, 256.986, 0.683486, -1.53325, -0.71543, -107.467, 1.03504, 43.1752
3857, 257.033, 0.680117, -1.52715, -0.71324, -107.907, 1.04516, 43.1866
3858, 257.079, 0.631677, -1.52295, -0.666004, -108.346, 1.05642, 43.2026
3859, 257.251, 0.577401, -1.5198, -0.613083, -108.801, 1.07156, 43.2227
3860, 257.329, 0.522944, -1.51776, -0.560572, -109.237, 1.0813, 43.2387
3861, 257.376, 0.474316, -1.51626, -0.513628, -109.686, 1.0935, 43.2604
3862, 257.423, 0.448004, -1.51526, -0.487303, -110.131, 1.10576, 43.2856
3863, 257.47, 0.445293, -1.51353, -0.483592, -110.576, 1.11952, 43.306
3864, 257.689, 0.434008, -1.51232, -0.473777, -111.029, 1.13117, 43.3325
3865, 257.736, 0.412692, -1.51074, -0.454657, -111.446, 1.13749, 43.3379
3866, 257.783, 0.404693, -1.50924, -0.446983, -111.888, 1.14829, 43.3592
3867, 257.829, 0.381214, -1.50849, -0.421177, -112.326, 1.16211, 43.3823
3868, 258.001, 0.336754, -1.50819, -0.376339, -112.761, 1.17381, 43.4082
3869, 258.048, 0.334865, -1.5067, -0.37486, -113.19, 1.18118, 43.4356
3870, 258.095, 0.31269, -1.50468, -0.350702, -113.627, 1.19065, 43.4608
3871, 258.142, 0.290863, -1.5023, -0.326663, -114.059, 1.2004, 43.4882
3872, 258.189, 0.281717, -1.49915, -0.318089, -114.494, 1.2099, 43.5168
3873, 258.345, 0.261587, -1.49567, -0.301184, -114.915, 1.21928, 43.5491
3874, 258.392, 0.231357, -1.49179, -0.273714, -115.339, 1.23127, 43.584
3875, 258.439, 0.23803, -1.48613, -0.282004, -115.766, 1.24382, 43.6177
3876, 258.486, 0.254983, -1.4792, -0.299572, -116.183, 1.25852, 43.6498
3877, 258.658, 0.252259, -1.47201, -0.295394, -116.588, 1.26912, 43.6841
3878, 258.72, 0.249498, -1.46457, -0.290783, -117.003, 1.27734, 43.7236
3879, 258.767, 0.224683, -1.45858, -0.265417, -117.402, 1.28662, 43.7659
3880, 258.814, 0.196563, -1.45447, -0.237496, -117.793, 1.29518, 43.8121
3881, 258.861, 0.170545, -1.45161, -0.210504, -118.175, 1.30507, 43.8577
3882, 258.908, 0.149666, -1.44872, -0.188567, -118.541, 1.31289, 43.8933
3883, 259.08, 0.137564, -1.44675, -0.177986, -118.942, 1.32408, 43.9503
3884, 259.142, 0.105166, -1.44489, -0.150959, -119.334, 1.3351, 44.0051
3885, 259.173, 0.0819665, -1.44344, -0.129738, -119.703, 1.34474, 44.0525
3886, 259.22, 0.0796812, -1.44147, -0.119566, -120.065, 1.35271, 44.0988
3887, 259.267, 0.0802128, -1.43916, -0.109746, -120.412, 1.3597, 44.147
3888, 259.314, 0.113503, -1.4357, -0.145077, -120.754, 1.36972, 44.1931
3889, 259.361, 0.118883, -1.43059, -0.162921, -121.086, 1.37282, 44.243
3890, 259.517, 0.136837, -1.42444, -0.18954, -121.406, 1.3785, 44.2942
3891, 259.58, 0.153807, -1.41482, -0.203066, -121.789, 1.38793, 44.3406
3892, 259.626, 0.157323, -1.40578, -0.204409, -122.101, 1.39814, 44.3942
3893, 259.673, 0.137647, -1.39599, -0.184737, -122.408, 1.40615, 44.4512
3894, 259.72, 0.121567, -1.38423, -0.166908, -122.704, 1.41061, 44.5139
3895, 259.767, 0.114102, -1.36946, -0.150158, -122.982, 1.41502, 44.5757
3896, 259.814, 0.102364, -1.35211, -0.129976, -123.235, 1.42069, 44.625
3897, 259.861, 0.0772881, -1.3363, -0.101911, -123.492, 1.4279, 44.6891
3898, 259.892, 0.0349183, -1.32183, -0.0660259, -123.754, 1.41614, 44.7706
3899, 259.939, 0.00338076, -1.30692, -0.0392037, -124.007, 1.42379, 44.8435
3900, 259.986, -0.0252569, -1.29388, -0.0119832, -124.246, 1.42412, 44.9207
3901, 260.33, -0.0491225, -1.28385, 0.0126234, -124.476, 1.42524, 44.9958
3902, 260.376, -0.0650281, -1.27603, 0.0297603, -124.69, 1.4256, 45.0405
3903, 260.423, -0.0752325, -1.27212, 0.042609, -124.902, 1.42938, 45.1085
3904, 260.47, -0.0867923, -1.27001, 0.0552954, -125.106, 1.43124, 45.1716
3905, 260.517, -0.0950737, -1.26987, 0.0626848, -125.305, 1.43445, 45.232
3906, 260.564, -0.103122, -1.27257, 0.069548, -125.498, 1.43665, 45.2888
3907, 260.611, -0.107817, -1.27816, 0.0727072, -125.686, 1.4385, 45.3436
3908, 260.658, -0.105646, -1.2854, 0.0691977, -125.87, 1.44076, 45.3936
3909, 260.705, -0.1066, -1.29416, 0.0692647, -126.042, 1.44273, 45.4429
3910, 260.752, -0.107429, -1.30439, 0.0714232, -126.213, 1.44463, 45.4881
3911, 260.798, -0.115803, -1.31622, 0.0816501, -126.384, 1.45274, 45.5337
3912, 260.845, -0.126906, -1.33154, 0.0949849, -126.561, 1.46344, 45.5773
3913, 260.892, -0.137616, -1.35095, 0.107401, -126.718, 1.46796, 45.6061
3914, 260.923, -0.146761, -1.37244, 0.11526, -126.866, 1.46175, 45.6228
3915, 260.97, -0.14609, -1.39443, 0.113557, -127.029, 1.46453, 45.6454
3916, 261.017, -0.143894, -1.41527, 0.109999, -127.189, 1.46821, 45.6594
3917, 261.064, -0.14756, -1.43637, 0.112883, -127.348, 1.47116, 45.6755
3918, 261.111, -0.15093, -1.45698, 0.115727, -127.509, 1.47695, 45.6907
3919, 261.158, -0.161023, -1.47588, 0.125499, -127.655, 1.47909, 45.6953
3920, 261.189, -0.160844, -1.49387, 0.125442, -127.811, 1.4846, 45.7006
3921, 261.236, -0.125833, -1.50861, 0.091371, -127.988, 1.49317, 45.6976
3922, 261.283, -0.078519, -1.52038, 0.0450715, -128.129, 1.4933, 45.6968
3923, 261.33, 0.0433255, -1.5279, -0.075443, -128.3, 1.50049, 45.7
3924, 261.377, 0.165851, -1.53216, -0.198157, -128.479, 1.50817, 45.7086
3925, 261.408, 0.238653, -1.53522, -0.272686, -128.628, 1.50572, 45.7246
3926, 261.455, 0.280955, -1.53433, -0.31623, -128.791, 1.50636, 45.7326
3927, 261.502, 0.350385, -1.52887, -0.385635, -128.983, 1.51694, 45.7334
3928, 261.548, 0.36003, -1.52554, -0.395788, -129.162, 1.51714, 45.7455
3929, 261.595, 0.391278, -1.51961, -0.427539, -129.329, 1.51829, 45.7465
3930, 261.752, 0.388982, -1.51063, -0.425333, -129.508, 1.51674, 45.7529
3931, 261.798, 0.387757, -1.49801, -0.422607, -129.699, 1.52744, 45.7628
3932, 261.83, 0.3543, -1.48708, -0.389505, -129.871, 1.53014, 45.777
3933, 261.877, 0.322208, -1.4764, -0.35857, -130.041, 1.53379, 45.7947
3934, 261.923, 0.2904, -1.46639, -0.328144, -130.209, 1.5378, 45.8152
3935, 261.97, 0.289538, -1.45532, -0.329513, -130.378, 1.54199, 45.8353
3936, 262.361, 0.279283, -1.44307, -0.32342, -130.549, 1.54696, 45.8568
3937, 262.423, 0.275511, -1.4321, -0.321144, -130.694, 1.55043, 45.8768
3938, 262.47, 0.23755, -1.42215, -0.281395, -130.855, 1.55149, 45.9052
3939, 262.533, 0.203376, -1.41261, -0.245188, -131.011, 1.55349, 45.9349
3940, 262.58, 0.190024, -1.40237, -0.230617, -131.161, 1.55636, 45.9623
3941, 262.627, 0.194575, -1.39264, -0.233665, -131.306, 1.55954, 45.9879
3942, 262.689, 0.199644, -1.38417, -0.236609, -131.443, 1.56268, 46.0124
3943, 262.736, 0.195716, -1.37809, -0.228726, -131.573, 1.56656, 46.0391
3944, 262.783, 0.170209, -1.37441, -0.199489, -131.701, 1.56794, 46.0682
3945, 262.83, 0.134778, -1.3733, -0.163001, -131.828, 1.56817, 46.0999
3946, 262.892, 0.115518, -1.37494, -0.14461, -131.956, 1.56798, 46.1295
3947, 262.939, 0.113379, -1.37997, -0.142786, -132.083, 1.57009, 46.1545
3948, 262.986, 0.122392, -1.39022, -0.151782, -132.21, 1.57284, 46.1772
3949, 263.033, 0.146188, -1.40481, -0.176106, -132.336, 1.57563, 46.1935
3950, 263.08, 0.175435, -1.42349, -0.204998, -132.461, 1.57877, 46.207
3951, 263.127, 0.21359, -1.4461, -0.242602, -132.585, 1.58057, 46.2171
3952, 263.174, 0.259412, -1.47247, -0.286066, -132.71, 1.58156, 46.2224
3953, 263.221, 0.371502, -1.50098, -0.396161, -132.839, 1.58017, 46.2243
3954, 263.283, 0.647134, -1.5279, -0.670305, -132.969, 1.58695, 46.2125
3955, 263.33, 1.64775, -1.54154, -1.67194, -133.107, 1.59386, 46.2039
3956, 263.377, 2.44996, -1.52059, -2.47856, -133.247, 1.59405, 46.1723
3957, 263.424, 2.78179, -1.48038, -2.81412, -133.391, 1.59346, 46.1637
3958, 263.486, 2.89898, -1.43953, -2.92622, -133.537, 1.61812, 46.1248
3959, 263.533, 2.97404, -1.38941, -3.0017, -133.691, 1.62475, 46.1025
3960, 263.955, 3.00824, -1.34092, -3.03872, -133.835, 1.62776, 46.0512
3961, 264.236, 3.02767, -1.29609, -3.06291, -134.047, 1.6232, 45.9851
3962, 264.299, 3.05329, -1.24448, -3.08714, -134.186, 1.62742, 45.9166
3963, 264.361, 3.07316, -1.19014, -3.10432, -134.344, 1.63516, 45.8385
3964, 264.408, 3.09205, -1.13375, -3.12117, -134.506, 1.64457, 45.7493
3965, 264.471, 3.10259, -1.07479, -3.13332, -134.671, 1.65198, 45.6476
3966, 264.517, 3.1116, -1.0148, 3.13717, -134.837, 1.65738, 45.5313
3967, 264.564, 3.11213, -0.954532, 3.13379, -134.989, 1.66437, 45.4015
3968, 264.627, 3.11296, -0.891676, 3.13029, -135.151, 1.67262, 45.2529
3969, 264.674, 3.11532, -0.829043, 3.12478, -135.306, 1.68081, 45.092
3970, 264.861, 3.11709, -0.765406, 3.11908, -135.463, 1.68952, 44.9177
3971, 264.924, 3.11944, -0.701855, 3.11344, -135.618, 1.70065, 44.7266
3972, 265.221, 3.11884, -0.641369, 3.10936, -135.757, 1.70411, 44.524
3973, 265.283, 3.11714, -0.586574, 3.10821, -135.886, 1.71505, 44.2974
3974, 265.33, 3.11396, -0.535374, 3.10889, -136.011, 1.72591, 44.0598
3975, 265.393, 3.11173, -0.490032, 3.1081, -136.132, 1.73643, 43.8068
3976, 265.439, 3.10979, -0.448892, 3.1065, -136.249, 1.74696, 43.536
3977, 265.486, 3.10808, -0.409606, 3.104, -136.358, 1.75988, 43.2574
3978, 265.658, 3.1076, -0.373474, 3.10337, -136.462, 1.77638, 42.965
3979, 265.721, 3.10967, -0.338646, 3.10128, -136.575, 1.79157, 42.656
3980, 265.768, 3.11635, -0.309059, 3.09562, -136.669, 1.80409, 42.35
3981, 266.018, 3.12274, -0.28187, 3.09211, -136.761, 1.81847, 42.0214
3982, 266.08, 3.12536, -0.254779, 3.08684, -136.847, 1.8286, 41.6871
3983, 266.127, 3.12405, -0.229221, 3.08048, -136.926, 1.83918, 41.3402
3984, 266.174, 3.12035, -0.20496, 3.0756, -137.003, 1.84882, 40.9756
3985, 266.221, 3.11635, -0.183071, 3.07516, -137.069, 1.86073, 40.6041
3986, 266.268, 3.11688, -0.165352, 3.07508, -137.128, 1.87381, 40.2204
3987, 266.611, 3.11801, -0.152324, 3.08102, -137.184, 1.8874, 39.8199
3988, 266.674, 3.1204, -0.144978, 3.08864, -137.234, 1.89859, 39.4078
3989, 266.721, 3.12091, -0.141064, 3.09234, -137.288, 1.91121, 38.9912
3990, 266.877, 3.11984, -0.139846, 3.09039, -137.348, 1.92248, 38.5628
3991, 266.94, 3.11891, -0.138449, 3.08894, -137.412, 1.93467, 38.13
3992, 266.986, 3.11855, -0.137389, 3.08687, -137.474, 1.94749, 37.6838
3993, 267.049, 3.11816, -0.135812, 3.08693, -137.536, 1.96115, 37.2291
3994, 267.096, 3.11647, -0.13475, 3.08766, -137.597, 1.97547, 36.7691
3995, 267.252, 3.11492, -0.133308, 3.08863, -137.658, 1.98835, 36.3045
3996, 267.315, 3.11378, -0.132163, 3.09094, -137.715, 2.00462, 35.8034
3997, 267.361, 3.11085, -0.130734, 3.09268, -137.775, 2.02033, 35.3171
3998, 267.533, 3.10962, -0.128849, 3.09339, -137.833, 2.03516, 34.8457
3999, 267.596, 3.11114, -0.126949, 3.09377, -137.891, 2.0506, 34.3394
4000, 267.643, 3.11338, -0.124342, 3.09307, -137.95, 2.06435, 33.8431
4001, 267.69, 3.11397, -0.121685, 3.09165, -138.008, 2.07749, 33.3412
4002, 267.736, 3.11262, -0.118766, 3.0909, -138.066, 2.09188, 32.832
4003, 267.908, 3.10963, -0.115688, 3.0899, -138.122, 2.09947, 32.3313
4004, 267.955, 3.10525, -0.112807, 3.08867, -138.18, 2.1246, 31.7892
4005, 268.018, 3.09837, -0.10926, 3.08723, -138.236, 2.14487, 31.257
4006, 268.065, 3.09553, -0.105645, 3.08416, -138.291, 2.16612, 30.725
4007, 268.221, 3.10192, -0.102326, 3.08397, -138.342, 2.18276, 30.1868
4008, 268.299, 3.11537, -0.100078, 3.0869, -138.388, 2.20286, 29.6484
4009, 268.346, 3.12623, -0.0982072, 3.09005, -138.432, 2.21144, 29.1203
4010, 268.393, 3.12522, -0.095303, 3.09402, -138.478, 2.21718, 28.5932
4011, 268.565, 3.11439, -0.0918179, 3.09494, -138.53, 2.22221, 28.041
4012, 268.627, 3.10419, -0.0879098, 3.09647, -138.576, 2.23723, 27.4953
4013, 268.674, 3.10118, -0.0827239, 3.09763, -138.616, 2.25252, 26.9586
4014, 268.721, 3.10225, -0.0772807, 3.09681, -138.653, 2.26837, 26.4278
4015, 268.768, 3.10351, -0.0717939, 3.09669, -138.688, 2.28381, 25.9092
4016, 268.815, 3.10292, -0.0660759, 3.09688, -138.724, 2.30088, 25.3638
4017, 268.971, 3.10227, -0.0605072, 3.09496, -138.752, 2.31278, 24.8381
4018, 269.033, 3.10131, -0.05508, 3.09407, -138.777, 2.32875, 24.3143
4019, 269.08, 3.0999, -0.0496589, 3.09164, -138.802, 2.34408, 23.7894
4020, 269.127, 3.09892, -0.0438622, 3.08999, -138.824, 2.36142, 23.2649
4021, 269.315, 3.09929, -0.0381901, 3.08821, -138.841, 2.37453, 22.7563
4022, 269.393, 3.09982, -0.03277, 3.08527, -138.858, 2.3926, 22.2513
4023, 269.44, 3.09982, -0.027356, 3.08542, -138.871, 2.40986, 21.738
4024, 269.487, 3.09913, -0.0223001, 3.08298, -138.881, 2.4219, 21.2059
4025, 269.674, 3.10088, -0.0173151, 3.0815, -138.893, 2.43758, 20.6775
4026, 269.737, 3.10338, -0.0132947, 3.07874, -138.899, 2.45421, 20.1547
4027, 269.783, 3.10334, -0.00903494, 3.07769, -138.899, 2.46949, 19.6424
4028, 269.83, 3.1016, -0.00357196, 3.07527, -138.906, 2.48489, 19.1078
4029, 270.002, 3.10294, 0.00147312, 3.07264, -138.902, 2.49885, 18.5897
4030, 270.065, 3.1033, 0.00676067, 3.0693, -138.905, 2.51103, 18.0818
4031, 270.112, 3.10093, 0.0114791, 3.06798, -138.904, 2.52474, 17.5719
4032, 270.158, 3.09938, 0.0156105, 3.06602, -138.898, 2.53913, 17.0495
4033, 270.33, 3.10015, 0.0196953, 3.06562, -138.89, 2.55429, 16.5319
4034, 270.393, 3.10222, 0.0228277, 3.06609, -138.864, 2.56714, 16.0061
4035, 270.455, 3.104, 0.0262968, 3.06789, -138.848, 2.58193, 15.4898
4036, 270.502, 3.10441, 0.0294602, 3.06798, -138.834, 2.59607, 14.9752
4037, 270.549, 3.10422, 0.0324996, 3.06793, -138.816, 2.60896, 14.4543
4038, 270.596, 3.10451, 0.0357006, 3.06684, -138.795, 2.62139, 13.933
4039, 270.768, 3.10584, 0.0394899, 3.06498, -138.778, 2.63149, 13.4207
4040, 270.83, 3.10624, 0.0426813, 3.06404, -138.749, 2.64271, 12.8848
4041, 270.877, 3.10588, 0.046078, 3.06484, -138.723, 2.65537, 12.3626
4042, 270.924, 3.10539, 0.0495957, 3.0667, -138.695, 2.66595, 11.8402
4043, 271.096, 3.10512, 0.0532674, 3.06799, -138.667, 2.67658, 11.3089
4044, 271.143, 3.10538, 0.0561328, 3.06785, -138.627, 2.68749, 10.7873
4045, 271.19, 3.10531, 0.0596743, 3.06678, -138.595, 2.69777, 10.2554
4046, 271.393, 3.10524, 0.0631345, 3.0648, -138.559, 2.70915, 9.73345
4047, 271.455, 3.1046, 0.0660911, 3.06633, -138.516, 2.72294, 9.22496
4048, 271.502, 3.10352, 0.0696124, 3.06655, -138.474, 2.73347, 8.69662
4049, 271.565, 3.10264, 0.0729236, 3.06659, -138.429, 2.74437, 8.16832
4050, 271.612, 3.10234, 0.0765039, 3.06849, -138.384, 2.75432, 7.6395
4051, 271.799, 3.10303, 0.0806937, 3.0707, -138.351, 2.76422, 7.10145
4052, 271.862, 3.10499, 0.0843014, 3.07344, -138.297, 2.77859, 6.54546
4053, 271.908, 3.10662, 0.0878829, 3.0764, -138.246, 2.79055, 6.00775
4054, 272.065, 3.1071, 0.091866, 3.07953, -138.198, 2.80138, 5.4709
4055, 272.127, 3.10574, 0.0956692, 3.08116, -138.135, 2.81332, 4.90798
4056, 272.174, 3.10418, 0.0996555, 3.08198, -138.081, 2.82066, 4.36777
4057, 272.221, 3.10391, 0.103918, 3.08255, -138.021, 2.8282, 3.8203
4058, 272.362, 3.1047, 0.108547, 3.08166, -137.964, 2.83705, 3.29775
4059, 272.424, 3.1048, 0.113467, 3.08021, -137.897, 2.84611, 2.72187
4060, 272.487, 3.10353, 0.118194, 3.07945, -137.83, 2.85617, 2.18406
4061, 272.534, 3.10042, 0.123194, 3.08087, -137.76, 2.86906, 1.64151
4062, 272.721, 3.09846, 0.128694, 3.08305, -137.691, 2.88683, 1.08095
4063, 272.784, 3.0974, 0.133994, 3.08362, -137.605, 2.89696, 0.497921
4064, 272.83, 3.09892, 0.13952, 3.08539, -137.524, 2.91289, -0.044559
4065, 273.143, 3.10101, 0.144989, 3.08484, -137.439, 2.92837, -0.598028
4066, 273.205, 3.10317, 0.150417, 3.08624, -137.343, 2.94134, -1.16851
4067, 273.252, 3.10453, 0.155749, 3.08549, -137.254, 2.95761, -1.7124
4068, 273.299, 3.10259, 0.161365, 3.0844, -137.161, 2.96363, -2.28679
4069, 273.487, 3.10102, 0.166569, 3.08703, -137.064, 2.98016, -2.84124
4070, 273.549, 3.09848, 0.171809, 3.08891, -136.962, 2.99041, -3.43531
4071, 273.596, 3.09637, 0.17677, 3.09056, -136.858, 3.00387, -4.00148
4072, 273.643, 3.09629, 0.181673, 3.08962, -136.75, 3.01889, -4.57101
4073, 273.815, 3.09814, 0.187052, 3.08703, -136.643, 3.0394, -5.13869
4074, 273.877, 3.0981, 0.192787, 3.08171, -136.535, 3.0498, -5.71264
4075, 273.924, 3.09741, 0.198692, 3.07866, -136.421, 3.0619, -6.27151
4076, 273.971, 3.09629, 0.204584, 3.07593, -136.303, 3.07258, -6.83824
4077, 274.018, 3.09462, 0.210307, 3.07427, -136.185, 3.08779, -7.39986
4078, 274.237, 3.09176, 0.215554, 3.074, -136.069, 3.09936, -7.95673
4079, 274.299, 3.09028, 0.220625, 3.07339, -135.942, 3.11201, -8.54834
4080, 274.346, 3.09218, 0.22486, 3.07214, -135.817, 3.12513, -9.10565
4081, 274.393, 3.09596, 0.228639, 3.0694, -135.688, 3.13675, -9.66382
4082, 274.44, 3.10029, 0.232665, 3.07016, -135.554, 3.14842, -10.2341
4083, 274.487, 3.10053, 0.236613, 3.06789, -135.426, 3.16, -10.7976
4084, 274.643, 3.09591, 0.239098, 3.06639, -135.288, 3.17149, -11.2862
4085, 274.706, 3.09206, 0.242305, 3.06663, -135.136, 3.17378, -11.8788
4086, 274.752, 3.09118, 0.246011, 3.06653, -134.996, 3.18564, -12.4291
4087, 274.799, 3.09176, 0.249893, 3.06617, -134.858, 3.19543, -12.9785
4088, 274.846, 3.09172, 0.253819, 3.06562, -134.716, 3.20779, -13.5323
4089, 274.893, 3.09263, 0.258314, 3.06336, -134.566, 3.22342, -14.093
4090, 275.049, 3.09512, 0.26363, 3.06146, -134.418, 3.24498, -14.6408
4091, 275.112, 3.09684, 0.26891, 3.0601, -134.249, 3.24155, -15.2339
4092, 275.159, 3.09631, 0.274111, 3.05909, -134.096, 3.24923, -15.7819
4093, 275.206, 3.09254, 0.278818, 3.05838, -133.93, 3.25344, -16.3376
4094, 275.252, 3.08762, 0.283547, 3.05723, -133.768, 3.26315, -16.8844
4095, 275.284, 3.08389, 0.287987, 3.05425, -133.605, 3.27409, -17.429
4096, 275.331, 3.08326, 0.292865, 3.05138, -133.439, 3.29364, -17.9985
4097, 275.487, 3.08443, 0.297019, 3.04935, -133.277, 3.3036, -18.5424
4098, 275.549, 3.08779, 0.300078, 3.04856, -133.072, 3.30627, -19.1375
4099, 275.596, 3.09138, 0.30364, 3.05056, -132.894, 3.31312, -19.6907
4100, 275.643, 3.0921, 0.307143, 3.05258, -132.727, 3.31757, -20.2369
4101, 275.69, 3.09057, 0.309271, 3.05591, -132.532, 3.32087, -20.7884
4102, 275.737, 3.08877, 0.3117, 3.05722, -132.357, 3.3299, -21.3253
4103, 275.784, 3.08902, 0.314212, 3.05756, -132.18, 3.3441, -21.8651
4104, 275.831, 3.09026, 0.316765, 3.05763, -131.995, 3.35339, -22.4164
4105, 275.987, 3.09238, 0.319395, 3.0589, -131.82, 3.36353, -22.9371
4106, 276.049, 3.09222, 0.321893, 3.05863, -131.63, 3.36907, -23.4942
4107, 276.112, 3.08901, 0.324109, 3.05836, -131.45, 3.37571, -24.0266
4108, 276.159, 3.08553, 0.326798, 3.05819, -131.261, 3.38292, -24.5787
4109, 276.331, 3.08663, 0.330283, 3.05781, -131.073, 3.38985, -25.1343
4110, 276.393, 3.09, 0.334521, 3.05811, -130.885, 3.40077, -25.687
4111, 276.471, 3.09221, 0.338519, 3.05889, -130.693, 3.40853, -26.231
4112, 276.518, 3.09235, 0.342241, 3.05876, -130.5, 3.41449, -26.7722
4113, 276.566, 3.09068, 0.346085, 3.05767, -130.307, 3.42045, -27.3085
4114, 276.613, 3.08747, 0.349802, 3.05709, -130.105, 3.42497, -27.8469
4115, 276.832, 3.08589, 0.353797, 3.05762, -129.906, 3.43575, -28.3703
4116, 276.894, 3.08719, 0.358182, 3.06119, -129.69, 3.4473, -28.9164
4117, 277.098, 3.09005, 0.36257, 3.06534, -129.483, 3.45561, -29.4525
4118, 277.16, 3.09427, 0.366512, 3.0709, -129.272, 3.46454, -29.9866
4119, 277.207, 3.09733, 0.370778, 3.07428, -129.063, 3.46866, -30.5159
4120, 277.426, 3.09786, 0.375336, 3.07477, -128.855, 3.47624, -31.0433
4121, 277.488, 3.095, 0.380448, 3.07383, -128.652, 3.48307, -31.5524
4122, 277.535, 3.0908, 0.386098, 3.07347, -128.435, 3.48899, -32.0852
4123, 277.582, 3.08771, 0.391618, 3.07289, -128.219, 3.49546, -32.6102
4124, 277.801, 3.08846, 0.39695, 3.07447, -127.992, 3.5025, -33.1352
4125, 277.848, 3.08951, 0.40211, 3.07419, -127.768, 3.50939, -33.6519
4126, 277.895, 3.0903, 0.407164, 3.07446, -127.542, 3.51873, -34.1681
4127, 277.941, 3.09039, 0.412313, 3.0745, -127.312, 3.52525, -34.6976
4128, 278.145, 3.0918, 0.416655, 3.07512, -127.08, 3.53622, -35.2013
4129, 278.207, 3.09309, 0.420839, 3.07659, -126.851, 3.54047, -35.7016
4130, 278.254, 3.09322, 0.424777, 3.0773, -126.615, 3.5462, -36.2139
4131, 278.301, 3.09126, 0.428561, 3.07793, -126.382, 3.54986, -36.7162
4132, 278.348, 3.08788, 0.432681, 3.07599, -126.143, 3.55645, -37.2276
4133, 278.535, 3.0843, 0.43688, 3.07133, -125.91, 3.56358, -37.7423
4134, 278.598, 3.08294, 0.441159, 3.06814, -125.681, 3.57272, -38.2477
4135, 278.645, 3.08077, 0.44505, 3.06419, -125.449, 3.57586, -38.7292
4136, 278.691, 3.07725, 0.44921, 3.06036, -125.209, 3.57826, -39.2343
4137, 278.738, 3.07591, 0.453475, 3.05998, -124.967, 3.59342, -39.7405
4138, 278.785, 3.07586, 0.457484, 3.05596, -124.724, 3.58964, -40.2363
4139, 278.988, 3.08056, 0.462063, 3.05743, -124.476, 3.60298, -40.7469
4140, 279.035, 3.08152, 0.466605, 3.05785, -124.242, 3.61516, -41.2176
4141, 279.098, 3.07877, 0.47064, 3.05896, -123.995, 3.62048, -41.7003
4142, 279.145, 3.0804, 0.474573, 3.06204, -123.742, 3.62951, -42.1817
4143, 279.191, 3.08199, 0.47846, 3.06216, -123.49, 3.6343, -42.667
4144, 279.223, 3.08527, 0.48349, 3.06558, -123.222, 3.642, -43.1866
4145, 279.27, 3.08629, 0.488029, 3.0652, -122.975, 3.64356, -43.6696
4146, 279.316, 3.08837, 0.492148, 3.06202, -122.705, 3.65664, -44.1666
4147, 279.52, 3.08755, 0.496418, 3.05986, -122.441, 3.64233, -44.6601
4148, 279.582, 3.08415, 0.500941, 3.05527, -122.165, 3.65098, -45.1594
4149, 279.629, 3.08142, 0.50615, 3.05115, -121.895, 3.6511, -45.661
